47_Daisies,Consumer_Buying_Clubs,Certified_Organic,Alpaca,animal,animal
A_Wrinkle_in_Thyme_Farm,Corporate_Gift_Sales,Farm_Stand,Angora_Goat,animal,attribute
Abundant_Acres_Farm,Corporate/Business,Farmers_Market,Apples,fruit,bags
Acorn_Farms,Distributors,CSA,Asian_Greens,vegetable,berries
Agricola_Farms,Florists,,Asparagus,vegetable,bulb
Alewive's_Brook_Farm,Jails/Prisons/Other,,Barley,grains,
AllerGeena_Gluten_Free_Baked_Goods,Nursing_Homes,,Beef,meat,bushel
Alpaca_Fields_Inc.,Schools,,Beets,tuber,certification
Apple_Acres_Farm,Yarn_Shops,,Blackberries,fruit,commercial
Apple_Creek_Farm_LLC,,,Broccoli,vegetable,dairy
Apple_Ridge_Farm_&_Sugar_Shack,,,Brussels_Sprouts,vegetable,dairymeat
Applewald_Farm,,,Buckwheat,grain,dead_tree
Aroostook_Valley_Honey_Farm,,,Buffalo,meat,earlyspring
Ash_Hill_View_Deer_Farm,,,Cabbage,vegetable,educationalinstitutions
Avalon_Acres_Orchard_&_Farm,,,Canola,vegetable,egg
B_&_F_Vegetables,,,Carrots,vegetable,eggs
Bacon_Farm_Maple_ProductsLLC,,,Cashmere,fiber,familyowned
Bag_End_Suri_Alpacas_of_Maine_LLC,,,Celery,vegetable,farm
Bailey's_Orchard,,,Cheese,dairy,fiber
Baker's_Maple_Syrup,,,Chicken,meat,flower
Balsam_Ridge_Christmas_Tree_Farm,,,Christmas_Trees,tree,
Bayside_Chocolates,,,Corn,vegetable,freerange
Bear_Mountain_Apiaries,,,Cranberries,fruit,fruit
Beaver_Hill_Plantation,,,Cucumbers,vegetables,
Beddington_Ridge_Farm,,,Dairy_Cows,dairy/meat,fungi
Beech_Hill_Farm,,,Dairy_Goats,dairy/meat,gourd
Beech_Hill_Farm_&_Bison_Ranch,,,Dried_Herbs_and_Seasonings,herb,grain
Bell_Farms_Inc,,,Dry_Beans,vegetables,
Belliveau's_Maple_Syrup,,,Dry_Peas,vegetables,harvest
Benoit_Orchard,,,Duck,meat,healthcareinstituion
Benson_Farm_Earth_Products,,,Eggs,egg,herb
Berry_Best_Farm,,,Elderberries,fruit,highereducation
Berry_Fruit_Farm,,,Emmer,grain,honey
Bessey_Ridge_Farms_LLC,,,Firewood,tree,hospitals
Bleuberet,,,Flowers,flower,institution
Blue_Vue_Enterprise,,,Fresh_Beans,stems,latespring
Blueberry_Hill_Farm,,,Fresh_Herbs,herb,lbs
Bob's_Sugarhouse,,,Garlic,tubers,leaf
Boothby's_Orchard_and_Farm_Winery,,,Geese,meat,
Bowley_Brook_Maple_Syrup,,,Grape,fruit,legumes
Bradbury's_Maple_Farms,,,Goat,meat,maplesyrup
Bradstreet_Farms,,,Goats_Milk,dairy,meat
Branch_Camp_Wood_Products,,,Goose,meat,non-gmo
Breakneck_Ridge_Farm,,,Hay,grain,nut
Breakwater_Vineyards,,,Highbush_Blueberries,fruit,organic
BrightBerry_Farm,,,Highbush_Blueberry_Plants,tree,oz
Brookridge_Boilers,,,Hogs/Swine,animal,plant
Burke_Hill_Farm,,,Honey,animal,processed
C._A._Farm,,,Hops,flower,
Cabane_a_Sucre_Bergeron,,,Horses,animal,product
Calkins_Farm_Stand,,,Ice_Cream,dairy,restaurants
Casa_Cattle_Company,,,Kale,vegetables,retirementhomes
Cedar_Run_Farm,,,Kohlrabi,stem,root
Cellardoor_Winery,,,Lamb,meat,
Chez_Lonndorf,,,Leeks,stem,schoolsk-12
Christmas_Tree_Bazaar,,,Lentil,legumes,season
Cider_Hill_Maple_Farm,,,Lettuce,leaf,seed
Circle_B_Farms,,,Livestock,animal,stem
ClearView_Farm,,,Llama,animal,
Common_Wealth_Farm_LLC,,,Lumber,tree,thing
Cooper's_Maple_Products,,,Maple_Candy,animal,tree
Copper_Tail_Farm,,,Maple_Syrup,animal,tuber
Country_Charm_Farm_LLC,,,Meat_Goats,animal,
County_Fair_Farm,,,Milk,animal,unit
Crabtree's_Blueberries,,,Mushrooms,fungi,vegetable
Cranberry_Rock_Farm,,,Oats,grain,
Crestholm_Farm_Stand_and_Ice_Cream,,,Oilseed_Radish,root,stem
Cross_Patch_Farms,,,Onions,bulb,stems
D'Ameri_Acres,,,Parsnips,root,thing
Dad's_Maple_Sugar_Shack,,,Pastuerized_Cows_Milk,dairy,tree
Daily_bread,,,Peaches,fruit,tuber
Dancing_Badger_Farm,,,Pears,fruit,
Darthia_Farm,,,Peas,vegetable,
Davis_Stream_Tree_Farm,,,Peppers,vegetable,
Deer_Foot_Farm_LLC,,,Plums,fruit,
Double_Z_Land_and_Livestock,,,Poinsettias,flower,
Dow_Farm_Enterprise,,,Pointsettas,flower,
Down_on_the_Farm_Maine_Wreaths,,,Popcorn,vegetable,
Ducktrap_Valley_Maple_Farm,,,Pork,meat,
Dun-Roamin_Farm,,,Potatoes,vegetable,
Eagle_View_Gardens_and_Haunted_Trail_Pumpkins,,,Pumpkins,vegetable,
Ellie's_Daylily_&_Perennial_Gardens,,,Rabbit,meat,
Ellis_Greenhouses,,,Radishes,vegetable,
Embellished_Relish,,,Raspberries,fruit,
Emery_Farm,,,Raw_Cows_Milk,dairy,
Endless_Summer_Flower_Farm,,,Rhubarb,vegetable,
Estes_Farm,,,Rye,grain,
Eureka_Farms,,,Salad_Greens_and_Mixes,vegetable,
Evergreen_Acres_Tree_Farm,,,Salsa,processed,
Evergreen_Ridge_Alpaca,,,Sheep,meat,
Ewe_and_I_Farm,,,Sheeps_Milk,dairy,
Farm_in_the_Woods,,,Soaps,animal,
Farmer_in_the_Dell,,,Sorghum,vegetable,
Fenderson_Farm_Stand,,,Soybeans,vegetable,
Fiddlestick_Farm_LLC,,,Spelt,grain,
Field_of_Greens,,,Spinach,vegetable,
Fieldstone_Gardens_Inc.,,,Sprouts,vegetable,
Findview_Farm,,,Strawberries,fruit,
Fisher's_Christmas_Tree_Farm,,,Summer_Squash,vegetable,
Five_Fields_Farm,,,Sunflowers,grain,
Four_Duck_Pond_Greenhouse,,,Sweet_Corn,vegetable,
FOXGREEN_FARMS,,,Sweet_Potatoes,tuber,
French_Hill_Farm,,,Swiss_Chard,vegetable,
Fresh_Start_Farms,,,The_Other_White_Meat,thing,
Frinklepod_Farm,,,Tomatoes,fruit,
Full_Fork_Farm,,,Treenuts,nut,
G_&_M_Maple_Products,,,Triticale,grain,
G_&_M_Maple_Products,,,Turkey,meat,
Garden_Side_Dairy_@_Hatch_Knoll_Farm,,,Turnips,tuber,
Gardiner_Farms,,,Venison,meat,
Gile's_Family_Farm,,,Vetch,vegetable,
Good_Karma_Farm,,,Water_Buffalo,meat,
Gooley's_Christmas_Tree_Farm,,,Water_Buffalo_Milk,dairy,
Goose_River_Farm_Inc.,,,Wheat_(Hard_Red),grain,
Goranson_Farm,,,Wheat_(Soft_White),grain,
Goss_Berry_Farm,,,Wild_Blueberries,berries,
Goughans_Berry_Farm,,,Wild_Ginseng,root,
Gramp's_Farm,,,Wild_Mushrooms,fungi,
Grandpa_Joe's_Sugar_House,,,Winter_Squash,gourd,
Greene_Maple_Farm,,,Wood_for_Carving,dead_tree,
Hackmatack_Buffalo_Farm,,,Wool,animal,
Hale_Tree_Farms,,,Yogurt,dairy,
Hall_Farms_Maple_Products,,,Zucchini,vegetable,
Hall's_Christmas_Tree_Farms_Inc.,,,,,
Hamilton_Farm_~_Barred_Owl_Creamery_&_Catering,,,,,
Hansel's_Orchard,,,,,
Happy_Town_Farm,,,,,
Harmony_Mill_Farm,,,,,
Harris_Farm,,,,,
Harris_Turkey_Farm,,,,,
Hart-to-Hart_Farm_&_Education_Center,,,,,
Hatchtown_Farm,,,,,
Haulk's_Maple,,,,,
Hay's_Maple_Shack,,,,,
Hidden_Gardens,,,,,
Hidden_Meadow_Farm,,,,,
High_Acres_Maple_Syrup_at_Oak_Hill_Farm,,,,,
High_Ridge_Farm,,,,,
High_View_Farm,,,,,
Highland_Farms_of_Troy,,,,,
Hilltop_Boilers_LLC,,,,,
Hilltop_Farms_and_Greenhouses,,,,,
Hooker_Family_Farm,,,,,
Hope_Association_/_Briar_Patch_Greenhouse,,,,,
Hope_Orchards,,,,,
Horsepower_Farm,,,,,
Intervale_Farm,,,,,
Ireland_Hill_Farms,,,,,
Jackson_Mountain_Farms,,,,,
Jacobs_Cattle_Farm,,,,,
Jillson's_Farm_Sugarhouse,,,,,
Johnson_Farm,,,,,
Juniper_Edge_Farm,,,,,
Katahdin_Gardens,,,,,
Keekionga_Farm_II,,,,,
Kelley_Bros._Farm,,,,,
Kelly_Orchards,,,,,
Kinney's_Sugarhouse,,,,,
Knot_II_Bragg_Farm,,,,,
Knowlton_Corner_Farm,,,,,
Kyle's_Maple_Syrup_Shack,,,,,
Lawrence_Farms,,,,,
Leary_Farm_Inc,,,,,
Ledgeway_Farm_Goat_Milk_Soap,,,,,
Leeman_Family_Farm,,,,,
Levesque's_Organic_Farm,,,,,
Libby_&_Son_U-Picks,,,,,
Lil_Buddy_Farm,,,,,
Little_Cranberry_Island_Produce,,,,,
Little_Ridge_Farm,,,,,
Log_Cabin_Perennials,,,,,
Luce's_Pure_Maine_Maple_Syrup/Luce_Farm,,,,,
Lucy's_Granola,,,,,
Lyon_Orchard,,,,,
Lyric_Meadow_Farm,,,,,
Maine_Garden_Products_Inc.,,,,,
Maine_Grains,,,,,
Maine_Highlands_Sugarworks,,,,,
Maine_Homestead,,,,,
Maine_Maple_Products_Inc.,,,,,
Maine_Sweet_and_Wild_Inc.,,,,,
Maine's_Own_Treats_Inc.,,,,,
Mama_fest_Naples_me,,,,,
Mandala_Farm,,,,,
Maple_Hill_Farm,,,,,
Maple_Hill_Farm_Inn_and_Conference_Center,,,,,
Maple_Leaf_Farms,,,,,
Maple_Moon_Farm_LLC,,,,,
Maple_Springs_Farm,,,,,
Maple_Valley_Farms_Inc.,,,,,
Maplecrest_Lilies,,,,,
Maxwell's_Farm,,,,,
Mayberry_Farm,,,,,
McDougal_Orchards_LLC,,,,,
McElwain's_Strawberry_Farm,,,,,
McKay_Farm_and_Research_Station,,,,,
Meadow_Brook_Farm,,,,,
Meadow_Ridge_Perennials_LLC,,,,,
Meadowfall_Farm_&_Forage,,,,,
MelLaura_Farm_Stand,,,,,
Merrifield_Farms,,,,,
Meservey_Farm_Stand,,,,,
Midsummer_Night's_Meadow_Farm,,,,,
Milkweed_Farm,,,,,
Milky_Way_Organic_Farm_and_Farm_Stand_LLC,,,,,
Misty_Acres_Alpaca_Farm,,,,,
Misty_Brook_Farm,,,,,
Misty_Morning_Farm,,,,,
Moonset_Farm,,,,,
MooShine_Cattle_Co.,,,,,
Morrison_Hill_Orchard,,,,,
Mulberry_Farms,,,,,
Nancy_Place_Homestead,,,,,
Nash_Valley_Farm,,,,,
Nature's_Acres_Farm,,,,,
Nervous_Nellie's_Jams_and_Jellies,,,,,
Nezinscot_Farm,,,,,
No_View_Farm_&_Bakery,,,,,
North_Branch_Farm,,,,,
North_Chester_Orchard,,,,,
North_Parish_Christmas_Tree_Farm,,,,,
North_Star_Orchards,,,,,
Northern_Solstice_Alpaca_Farm,,,,,
Northwoods_Nectar,,,,,
Nutkin_Knoll_Farm_and_Sugarworks,,,,,
O'Donal's_Nursery_LLC.,,,,,
October_Fields_Farm,,,,,
Old_Mountain_Farm,,,,,
Old_School_Creamery,,,,,
Olde_Haven_Farm,,,,,
Olde_Haven_Farm,,,,,
Outland_Farm,,,,,
Pamelamas_LLC,,,,,
Parsons_Maple_Products,,,,,
Peaked_Mountain_Farm_and_Native_Pollinator_Sanctuary,,,,,
Perseverance_Wild_Blueberry_Farm,,,,,
Phillip_View_Farm,,,,,
Pietree_Orchard,,,,,
Pine_Acres_Farm,,,,,
Pine_Bluff_Farms,,,,,
Pineland_Farms,,,,,
Pingree_Maple_Products,,,,,
Pleasant_Pond_Orchard,,,,,
Pleasant_View_Tree_Farm,,,,,
Pooh_Corner_Farm,,,,,
Popp_Farm,,,,,
Prospect_Hill_Winery,,,,,
Provencher_Landscape_Nursery_Inc.,,,,,
Pumpkin_Valley_Farm,,,,,
Pumpkin_Vine_Family_Farm,,,,,
R_&_L_Berry_Farm,,,,,
R._Belanger_&_Sons_Farm_Inc.,,,,,
Raider's_Sugarhouse,,,,,
Rail_Trail_Farm,,,,,
Ravenswood_Flower_Farm,,,,,
Raye's_Mustard_Mill,,,,,
Rice_Farms_Maple_Syrup,,,,,
Ricker_Hill_Orchards,,,,,
Ripley_Farm,,,,,
Rivard_Farm,,,,,
Riverside_Farm_Stand_and_Greenhouse,,,,,
Roaring_Brook_Nurseries_Farm_&_Garden_Market,,,,,
Rockin'_Sheep_Farm,,,,,
Rocky_M_Farm,,,,,
Rollins_Orchards,,,,,
Rowe_Orchards,,,,,
Royal_Maple,,,,,
Salmon_Run_Farms,,,,,
Sap_Hound_Maple_Company,,,,,
Savage_Oakes_Vineyard_and_Winery,,,,,
Seal_Cove_Farm,,,,,
Shady_Glen_Nursery,,,,,
Sheepscot_General_Store_and_Farm,,,,,
Sillanpaa_Family_Farm,,,,,
Simons_Hancock_Farm_&_Greenhouses,,,,,
Sites_Farm,,,,,
Small_Fry_Farm_II,,,,,
Smedberg's_Crystal_Spring_Farm,,,,,
Smiling_Hill_Farm,,,,,
Smith_Brothers_Maple,,,,,
Smith_Logging,,,,,
Snakeroot_Organic_Farm,,,,,
Snell_Family_Farm,,,,,
Sparky's_Apiaries,,,,,
Spear's_Vegetable_Farm,,,,,
Spiller_Farm,,,,,
Sprague's_Nursery_&_Garden_Center,,,,,
Spring_Break_Maple_Farm,,,,,
Steep_Hill_Farm,,,,,
Stevenson's_Strawberry_Farm,,,,,
Stewart's_Blueberries,,,,,
Stoney_End_Farm,,,,,
Stukas_Farms,,,,,
Stutzman_Farm,,,,,
Stutzman's_Farm,,,,,
Suga_Country_Products,,,,,
Sugar_Brook_Maple_Farm,,,,,
Sunflower_Farm_Creamery,,,,,
Sunnyside_Family_Farm_/_Ferme_Ensoleillee,,,,,
Sunnyside_Farms_Inc,,,,,
Sunset_Flowerland_&_Greenhouses,,,,,
Swain_Family_Farm,,,,,
Sweet_Dreams_Farm,,,,,
Sweet_Season_Farm,,,,,
Sweetgrass_Farm_Winery_&_Distillery,,,,,
Sweetser's_Apple_Barrel_&_Orchards,,,,,
Swift_Acres_Farm,,,,,
Tallywaggers_BBQ_Sauce,,,,,
Taylor_Farm_and_Land_Management,,,,,
Tender_Soles_Farm,,,,,
Terrific_Testing_Team,,,,,
Tessiers_Farm,,,,,
The_Apple_Farm,,,,,
The_Farmer's_Daughter,,,,,
The_Highlands,,,,,
The_Lion's_Farm_LLC,,,,,
The_Lockman_Place,,,,,
The_Maine_Accent,,,,,
The_Maple_Moose,,,,,
The_Morris_Farm_Trust,,,,,
Theriault_Family_Farm_Flies_Rock_Gems_&_Jewelry,,,,,
Thibodeaus_Achen_Bacon_Farm,,,,,
Thompson's_Orchard,,,,,
Thunder_Road_Farm,,,,,
Thurston_And_Peters_Sugarhouse_LLC,,,,,
Tide_Mill_Organic_Farm,,,,,
Tim's_Sugarshack,,,,,
Timber_Frame_Farm,,,,,
Toddy_Pond_Farm,,,,,
Tree_Spirits,,,,,
Treeline_Inc.,,,,,
Treworgy_Family_Orchards,,,,,
Triple_C_Farm_&_Boilers,,,,,
Twin_Maples_Farm,,,,,
Two_Coves_Farm,,,,,
United_Society_of_Shakers,,,,,
Valley_Garden_Produce,,,,,
Velvet_Hollow_Sugar_Works_@_Dunham_Farm,,,,,
Verrill's_Vegetable_Stand,,,,,
Wabi_Sabi_Mushroom_Co.,,,,,
Waggin'_Tail_Farm,,,,,
Wealden_Farm,,,,,
West_Minot_Sugarhouse,,,,,
Weston's_Farm_LLC,,,,,
Whipple_Lock_Farm,,,,,
Whispering_Winds_Farm,,,,,
White_Duck_Farm,,,,,
Whitewater_Farm_Market,,,,,
Wholesome_Holmstead,,,,,
Wild_Blue_Berry_Hill_Farm,,,,,
Wild_Blueberry_Land_Inc.,,,,,
Wild_Wescogus_Blueberries,,,,,
Willow_Pond_Farm,,,,,
Wilson_Family_Maple_Syrup,,,,,
Wilton_Blueberry_Farm,,,,,
Windy_Hill_Orchard,,,,,
Winterberry_Farms,,,,,
Wolf_Creek_Farm_Store,,,,,
Wolf_Pine_Farm,,,,,
Wolfe's_Neck_Farm_Foundation,,,,,
Woodward_Cranberry_Farm,,,,,
Yellow_Birch_Farm/Greene-Ziner_Gallery,,,,,
Younity_Winery_&_Vineyards_Inc.,,,,,
